"","Treatment_id","pGsk3.XX_mean","pGsk3.XO_mean","pGsk3.XX_XO_pvalue","pGsk3.XX_0_pvalue","pGsk3.XO_0_pvalue","pMek.XX_mean","pMek.XO_mean","pMek.XX_XO_pvalue","pMek.XX_0_pvalue","pMek.XO_0_pvalue","pmTor.XX_mean","pmTor.XO_mean","pmTor.XX_XO_pvalue","pmTor.XX_0_pvalue","pmTor.XO_0_pvalue","pAkt.XX_mean","pAkt.XO_mean","pAkt.XX_XO_pvalue","pAkt.XX_0_pvalue","pAkt.XO_0_pvalue","pErk.XX_mean","pErk.XO_mean","pErk.XX_XO_pvalue","pErk.XX_0_pvalue","pErk.XO_0_pvalue","pStat3.XX_mean","pStat3.XO_mean","pStat3.XX_XO_pvalue","pStat3.XX_0_pvalue","pStat3.XO_0_pvalue","pSmad2.XX_mean","pSmad2.XO_mean","pSmad2.XX_XO_pvalue","pSmad2.XX_0_pvalue","pSmad2.XO_0_pvalue"
"41","Fgfri+Jaki",-0.827533663539981,-1.3381379677058,0.102610469218912,0.0260842402833333,0.0198170876294564,-1.31096058112807,-0.957789785249456,0.421811227420177,0.0539837915331558,0.0518816400169993,-0.204466768984483,-0.646059393993454,0.0350995060145145,0.160694089062505,0.00143081148071518,-1.37537324529741,-0.382243328465055,0.223440373996568,0.0121156941059355,0.486444146176172,-3.80279153220081,-3.93004994049421,0.750793165384967,0.0052009612992286,0.0041151836477649,-1.66104454495753,-1.97009911698825,0.332797604351146,0.00824521023199488,0.0132831709406465,-0.273475877372297,-0.539905322843998,0.466421099064396,0.352942047324006,0.153824716951663
"42","Igfri+Jaki",-0.930676997686318,-1.06824286370467,0.384046140646091,0.00216713221763879,0.0130689193477124,0.0578501789662562,0.0457606038472926,0.934827913187149,0.51682485351773,0.730735323291547,-0.651955886572234,-0.678148515927037,0.879832493371945,0.0428638472348975,0.0129935355963051,-2.01161726194997,-0.861579897320589,0.376374166974429,0.0313543262565559,0.468408880502802,-0.320765408776216,-0.192463932117913,0.400191472195818,0.0996218946177184,0.133523114493065,-1.70501941881046,-1.68977891457772,0.979995593792526,0.00872420084823517,0.0843177845851534,0.0214828576657633,-0.593776578707844,0.176952370173469,0.165794241317929,0.186702273305105
"43","Meki+Jaki",-0.236933497044183,-0.801815658599764,0.0991899662175854,0.353449990461044,0.0435774232223504,0.45638907161911,2.48877568357858,0.0659205118999433,0.00353551907193611,0.0456736402038029,-0.10765390226783,-0.474726619588898,0.274057490088734,0.704062900347736,0.0552538497063501,-0.328805279257727,0.030909072032619,0.575313203694527,0.604871420577962,0.896916879364869,-6.88978293765077,-2.65980784351087,0.0138696395641932,0.00674011025329919,0.032471717879306,-1.66040537002266,-1.9963093856168,0.540103860074794,0.0107822407658883,0.122149559414568,-0.0626185404497643,-0.193714246381448,0.337078842810062,0.591651217996267,0.183028995409528
"44","Pi3ki+Jaki",-1.95565529934466,-2.07094147783261,0.796032830840194,0.00276639822097376,0.032693330255552,0.186267151070742,-0.13335729553157,0.178235835277272,0.370523156964041,0.19403879654727,-0.957168919056805,-0.794908705244229,0.721759129196648,0.00122532995080388,0.182113560477952,-2.80563820877654,-0.941510216391692,0.298598314667026,0.0255108759265896,0.505286296128904,-0.163477778109908,-0.301926120114412,0.734441760861029,0.664752512028116,0.244045794955221,-1.9413757398267,-1.95449189023892,0.984915352403412,0.0283749327837221,0.0709232367892122,0.0739295520433626,-0.47361218555961,0.133172011920413,0.699686850303766,0.176117768270285
"45","Activin+NoLif",-0.0477826851972479,0.0704529196588115,0.63054322157847,0.825067802132519,0.611735706312415,0.311442741204829,0.0609703912800297,0.535388687002724,0.289612931878288,0.855423397307137,-0.133493103020262,-0.052406456851305,0.536929700020584,0.181884442925895,0.647605792437547,0.712389877363383,0.0825620075892438,0.27192565624631,0.265715600553676,0.590335563099611,-0.172562227095299,1.01870629672417,0.29806364606112,0.385678341686935,0.356925107005728,-1.52351746633462,-0.858311887674653,0.196509194806562,0.0319358263838584,0.118030680389688,-0.0249784318869,1.21184984697027,0.00898884445370809,0.910420995612031,0.0167756233742609
"46","Bmp4ri+NoLif",-0.1381810982889,-0.316153290722139,0.517120113871621,0.0291129274437939,0.299732870693245,0.1505132796936,-0.368747570323529,0.00403958208547971,0.123466470200456,0.0290047110727313,0.106232888093181,0.0405369722704554,0.463609542475649,0.270228386305325,0.347369743479035,-0.71649199170529,-0.007446727218078,0.424689217518879,0.431688044452817,0.97246717533004,-0.495148876735392,-1.97613961510605,0.108453193320119,0.0991573907549567,0.0720648995023179,-1.4758717840449,-1.64391312832181,0.605697877766824,0.010481299830553,0.0228325733945904,-0.465098001571961,-0.557367187972743,0.807149783074952,0.0274001787787022,0.23037266580343
"47","Fgf4+NoLif",0.0561431057734246,-0.218493873109195,0.378522271947715,0.278932695483064,0.466292408891084,0.232688098309231,0.521436893749298,0.407349200681199,0.0325082648933012,0.200769255425991,-0.123905569974418,-0.0732416679903736,0.660327897506283,0.245433859743621,0.431839459585967,0.407159536364455,-0.155817867882845,0.474980023531497,0.207732470536487,0.818181608301554,0.02420518843493,0.914806927294851,0.145636040478136,0.779183635091756,0.143901223365674,-1.82371747884247,-2.56424960036887,0.503221953554972,0.00742166429596975,0.106525540139521,-0.0979516455718347,0.0450817049985935,0.729947888803634,0.809870882072604,0.567721134470754
"48","Fgfri+NoLif",-0.228448202451778,-0.631718742712218,0.288020134954902,0.0987588784253263,0.155292000162334,-1.61816371642805,-0.928406179483563,0.466938495913799,0.165250295062046,0.0940047642951261,-0.112307770028461,-0.323156691338883,0.0747928418655503,0.0409804809897573,0.0404364671198861,-1.46208871776932,-0.134014807059181,0.216493460167353,0.241010912318139,0.769691398451121,-2.87378187632679,-3.9045230798757,0.221629819970692,0.0408981144451337,0.00406235399448787,-1.27267551796929,-1.24567509307957,0.902532937116148,0.0132807999833969,0.0132105115379641,0.317988561205571,0.046283363961261,0.501377515708183,0.427454113272553,0.777955997544856
"49","Gsk3i+NoLif",-0.591781292879112,-0.919107111523709,0.20441821124117,0.0181593924564919,0.0365748620129845,0.168913998804411,-0.351847539531758,0.0220770381743532,0.264852854470715,0.046555599478775,-0.0137192388116303,-0.259976351070674,0.042542604469645,0.758814149207336,0.0577414238005294,-1.39990854858137,-0.393964151654942,0.378299601472891,0.290855918226859,0.608950663814965,-0.787825145420512,-1.02950826096226,0.636332512735876,0.025483754820684,0.138627192637062,-1.4738139737053,-1.63903990464741,0.691991764339482,0.0427268167336817,0.0176719498828345,-0.53038920238303,-0.196608027890223,0.0530864123936762,0.000334770985793782,0.137664107694311
"50","Igfri+NoLif",-0.481632142725832,-0.680253756784377,0.507427390792649,0.105376044945103,0.0850597105317429,-0.18459741722241,-0.224031843121663,0.907302284556459,0.594240176987797,0.0980430290954104,-0.372538476286489,-0.606589455661793,0.115364743932341,0.0587483837370828,0.00599869019209216,-1.40460789758249,-0.389146228227573,0.324944017490081,0.0445625709207316,0.624693184795481,-0.392105687047383,-1.01232904062411,0.22282593163467,0.0983918088922376,0.107748392951839,-0.994733090820873,-1.3367443256592,0.215132036008476,0.023740682105495,0.01610430806599,-0.365658349516776,-0.202326825083701,0.297263604013804,0.0357424927943721,0.213015969483827
"51","Jaki+NoLif",-0.551030115498228,-1.0692832385166,0.185644237610213,0.00169652593035359,0.0551129039017868,0.176538723697921,-0.166178547215677,0.0653955523284901,0.238725541675015,0.165247540910757,-0.123143317516136,-0.132311524603512,0.97441554932752,0.0307971612559655,0.652892847990504,-1.16817290110144,-0.235906380328222,0.239329911666196,0.223590653382963,0.427604111378197,-0.524545030481456,-2.02707501062275,0.00759147667439294,0.131868222504386,0.0110113931414108,-1.73631782510299,-2.18935860552607,0.293905775412505,0.0290693971802309,0.00910584576478441,-0.551906689400704,-0.545604313497838,0.965794043710235,0.0170833791321678,0.0419516345782513
"52","Meki+NoLif",0.139825981305395,-0.305733916675682,0.429167973749367,0.259704298039733,0.568526509450402,0.506005142004798,2.50074443284698,0.159161849002648,0.131983660939874,0.114444178932046,0.0309689507029431,-0.144508951745868,0.450134542724956,0.664904452806837,0.518541783152745,-0.708449186193109,0.199207144370719,0.421223892517907,0.499428124721212,0.0666071012035806,-6.37990967122322,-4.13829206338041,0.0857559846299202,0.0142427372657646,0.00506485323603134,-1.5488592595109,-1.12968403266641,0.20651300334618,0.00933315672435539,0.0374276241732635,-0.331030978345236,-0.0171550596441305,0.0529841172601037,0.051309333553082,0.858106840724647
"53","Pi3ki+NoLif",-1.15985276017776,-1.86224710247954,0.228224886265265,0.0443632400309101,0.0441652691659118,0.195652319675746,-0.206026151297096,0.114461021475839,0.224337761262495,0.321914112891552,-0.651235434926851,-0.748509592104286,0.716238311607451,0.0119124211095453,0.0807962097216941,-2.75218060681829,-0.977585109269612,0.318619598422551,0.0383394315168324,0.505092789969853,-0.255075949845355,-1.54217091204037,0.0177138477311887,0.196442619695373,0.0241573617933429,-1.16432393080032,-1.50816146214086,0.332421239829843,0.00767539448168787,0.0306056750598445,-0.106373439272107,-0.117370207643085,0.927585880998737,0.347077764069976,0.246842415934273
