"","Pert1","Pert2","phospho_value","Category"
"346","Bmp4ri","Fgfri",-0.267496641627697,"Final_Model"
"347","Bmp4ri","Meki",-0.0811481008601622,"Final_Model"
"348","Bmp4ri","NoLif",-0.0866088781847571,"Final_Model"
"349","Bmp4ri","Jaki",-0.257844240306254,"Final_Model"
"350","Bmp4ri","Activin",-0.0811481008601622,"Final_Model"
"351","Bmp4ri","Bmp4ri",NA,"Final_Model"
"352","Bmp4ri","Gsk3i",-0.454708363479654,"Final_Model"
"353","Gsk3i","None",-0.310932133352674,"Final_Model"
"354","Gsk3i","Igfri",-0.450876961201772,"Final_Model"
"355","Gsk3i","Pi3ki",-0.651606864221675,"Final_Model"
"356","Gsk3i","Fgf4",-0.334553758984004,"Final_Model"
"357","Gsk3i","Fgfri",-0.449771244279938,"Final_Model"
"358","Gsk3i","Meki",-0.310932133352674,"Final_Model"
"359","Gsk3i","NoLif",-0.343264381114406,"Final_Model"
"360","Gsk3i","Jaki",-0.44476751576154,"Final_Model"
"361","Gsk3i","Activin",-0.310932133352674,"Final_Model"
"362","Gsk3i","Bmp4ri",-0.354458530767831,"Final_Model"
"363","Gsk3i","Gsk3i",NA,"Final_Model"
