"",".id","Gsk3_p.a_mean","Gsk3_p.a_pvalue","Mek_p.a_mean","Mek_p.a_pvalue","mTor_p.a_mean","mTor_p.a_pvalue","Akt_p.a_mean","Akt_p.a_pvalue","Erk_p.a_mean","Erk_p.a_pvalue","Stat3_p.a_mean","Stat3_p.a_pvalue","Smad2_p.a_mean","Smad2_p.a_pvalue","bCatenin.a_mean","bCatenin.a_pvalue","x_status","Perturbation1","Perturbation2"
"80","Jaki",-1.13822207233574,0.020700981795018,-0.0708092003046359,0.554406419431599,-0.427931475706663,0.0348570526633735,-0.498388769666399,0.417055930768535,0.0175493198871051,0.98967565107697,-1.39317233805181,0.0238946523221781,-0.276908839223687,0.367891174129121,0.0332543910865891,0.477669702949438,"XO","Jaki",NA
"81","Meki+Igfri",-0.526630350720086,0.393242975939041,2.65171455258876,0.0862057385620583,-0.585053332992686,0.0320518723647433,0.290358145242257,0.260144498312285,-1.63779769212949,0.16121433994557,-0.0208855381523868,0.601345406290145,0.097515622250768,0.795846334333473,-0.122597945631642,0.0889572436311849,"XO","Meki","Igfri"
"82","Meki",-0.358527613388666,0.286587039155103,2.52414011089782,0.0762573807299128,-0.0970278727130287,0.463822200171283,0.0102502260495213,0.9327450084456,-2.14058130955281,0.0146792148049423,-0.056116841972728,0.748237709100844,-0.0977563740776667,0.200680015923775,-0.232919691617534,0.215605589669032,"XO","Meki",NA
"83","Meki+Pi3ki",-1.86366355482486,0.0261996469783841,3.03618430561669,0.0903145455722972,-1.17414839870471,0.00140069287200594,-0.924127507311357,0.505384884867263,-1.20576665649041,0.046245655248424,-0.220378387808838,0.292021247052883,0.567480690996278,0.258962510657933,-0.071002567786894,0.802748769150576,"XO","Meki","Pi3ki"
"84","NoLif",-0.196800663184761,0.298463777971625,-0.383797947096448,0.0217436911031502,-0.0116900247970319,0.725247022672483,0.0540778584148019,0.392389089145382,-1.92531048865942,0.0114830356986337,-1.59822786449141,0.0114982935806991,0.131365522621561,0.71596335176131,0.387362250078992,0.689541575807708,"XO","NoLif",NA
"85","Pi3ki",-1.90937663909562,0.0341718662013154,-0.0737154190600944,0.762352076523136,-0.940785570770724,0.000684717040935283,-0.97357538510155,0.483788498555819,-0.595882779059192,0.23907628948233,0.0697325424159837,0.71755938174891,-0.323338937495842,0.124243023934923,-0.0715327604456076,0.757974131582561,"XO","Pi3ki",NA
"86","Fgfri+Bmp4ri",-0.431297790230491,0.135702788599122,-1.04316144921412,0.0523993558471869,-0.152334890668266,0.0371499271615267,-0.143694094759507,0.697923206702852,-2.79400738991894,0.00111914829494566,-0.150218031942105,0.550715032589685,-0.506146336769336,0.0215212124606986,0.087040780746058,0.689301606965337,"XO","Fgfri","Bmp4ri"
"87","Igfri+Bmp4ri",-0.536270203650725,0.0409381628431345,-0.0791000433166393,0.0317970899038253,-0.357787138784245,0.0834720139369832,-0.876453569017614,0.468970244339497,-0.610132433861959,0.544722054605489,-0.131433800416581,0.335804072462813,-0.655067373666484,0.524041909336279,-0.385097383948854,0.252569761467957,"XO","Igfri","Bmp4ri"
"88","Meki+Bmp4ri",-0.0148781562745987,0.9446385777153,2.75477463274148,0.0350589747296744,-0.0376731776771792,0.450109346230232,0.421886903678546,0.215222553935637,-2.9099587287734,0.000897630020817653,-0.357347001092951,0.204013648998163,-0.445291946735475,0.15015906420747,-0.127229732489947,0.477772480991877,"XO","Meki","Bmp4ri"
"89","Pi3ki+Bmp4ri",-1.74349359787058,0.0349613167236643,-0.17787947012596,0.147344411998686,-0.925136581110112,0.0222697438411897,-1.06738888668943,0.485245817911864,-0.431672095421694,0.435558578871549,-0.142064085984115,0.0204084760505708,-0.77915267230904,0.163942892659796,-0.558177781982205,0.0178584660743647,"XO","Pi3ki","Bmp4ri"
"90","Fgfri+Gsk3i",-1.01480028911369,0.0560003969009267,-0.834467132272948,0.051309753137941,-0.40053721992755,0.00538441602044835,-0.336845559188436,0.586655010044454,-2.87632081009216,0.0150816426022914,-0.413422606149975,0.00410622727521107,-0.156035015594998,0.304298174568319,-0.128959327607759,0.561910791493436,"XO","Fgfri","Gsk3i"
"91","Igfri+Gsk3i",-0.933884234588275,0.0297011598401077,-0.0178091807285557,0.526225339087246,-0.478808730656328,0.0569310219402687,-0.939219010059544,0.471134882717248,-0.505444951501105,0.375043150241849,-0.684637683859078,0.0115119707018756,-0.217903049443123,0.430483361297605,-1.07453063636587,0.0203875787570451,"XO","Igfri","Gsk3i"
"92","Meki+Gsk3i",-0.536573622766745,0.121116906867634,3.08576389813407,0.0487490223945569,-0.280084820249322,0.021438559413501,-0.00619057100957451,0.988105196294502,-2.4414515947144,0.0311147127493943,-0.274082851973806,0.0496124612805947,-0.147944798979071,0.164850684034534,0.0173166248472276,0.911118469796264,"XO","Meki","Gsk3i"
"93","Pi3ki+Gsk3i",-1.81399047648945,0.0347047750897178,0.039563646344691,0.681222572566442,-0.836745692713018,0.0208068483181805,-0.965622189646873,0.524448383373294,0.543059424050753,0.0526499411705778,-0.615976227777985,0.0424743340629191,-0.0325591461188108,0.448476272333329,-0.664027317383724,0.200464717665296,"XO","Pi3ki","Gsk3i"
"94","Fgfri+Jaki",-1.3381379677058,0.0198170876294564,-0.957789785249456,0.0518816400169993,-0.646059393993454,0.00143081148071518,-0.382243328465055,0.486444146176172,-3.93004994049421,0.0041151836477649,-1.97009911698825,0.0132831709406465,-0.539905322843998,0.153824716951663,-0.240779908981895,0.526423796027591,"XO","Fgfri","Jaki"
"95","Igfri+Jaki",-1.06824286370467,0.0130689193477124,0.0457606038472926,0.730735323291547,-0.678148515927037,0.0129935355963051,-0.861579897320589,0.468408880502802,-0.192463932117913,0.133523114493065,-1.68977891457772,0.0843177845851534,-0.593776578707844,0.186702273305105,-0.432412343986121,0.421116502257011,"XO","Igfri","Jaki"
"96","Meki+Jaki",-0.801815658599764,0.0435774232223504,2.48877568357858,0.0456736402038029,-0.474726619588898,0.0552538497063501,0.030909072032619,0.896916879364869,-2.65980784351087,0.032471717879306,-1.9963093856168,0.122149559414568,-0.193714246381448,0.183028995409528,0.0853703000853575,0.86316215351237,"XO","Meki","Jaki"
"97","Pi3ki+Jaki",-2.07094147783261,0.032693330255552,-0.13335729553157,0.19403879654727,-0.794908705244229,0.182113560477952,-0.941510216391692,0.505286296128904,-0.301926120114412,0.244045794955221,-1.95449189023892,0.0709232367892122,-0.47361218555961,0.176117768270285,-0.165680290885143,0.665896509058121,"XO","Pi3ki","Jaki"
"98","Activin+NoLif",0.0704529196588115,0.611735706312415,0.0609703912800297,0.855423397307137,-0.052406456851305,0.647605792437547,0.0825620075892438,0.590335563099611,1.01870629672417,0.356925107005728,-0.858311887674653,0.118030680389688,1.21184984697027,0.0167756233742609,-0.144096701830318,0.569803027358753,"XO","Activin","NoLif"
"99","Bmp4ri+NoLif",-0.316153290722139,0.299732870693245,-0.368747570323529,0.0290047110727313,0.0405369722704554,0.347369743479035,-0.007446727218078,0.97246717533004,-1.97613961510605,0.0720648995023179,-1.64391312832181,0.0228325733945904,-0.557367187972743,0.23037266580343,0.142433488938648,0.335904899501299,"XO","Bmp4ri","NoLif"
"100","Fgf4+NoLif",-0.218493873109195,0.466292408891084,0.521436893749298,0.200769255425991,-0.0732416679903736,0.431839459585967,-0.155817867882845,0.818181608301554,0.914806927294851,0.143901223365674,-2.56424960036887,0.106525540139521,0.0450817049985935,0.567721134470754,-0.51392929449116,0.230246568490532,"XO","Fgf4","NoLif"
"101","Fgfri+NoLif",-0.631718742712218,0.155292000162334,-0.928406179483563,0.0940047642951261,-0.323156691338883,0.0404364671198861,-0.134014807059181,0.769691398451121,-3.9045230798757,0.00406235399448787,-1.24567509307957,0.0132105115379641,0.046283363961261,0.777955997544856,0.0790966635012497,0.801277487022361,"XO","Fgfri","NoLif"
"102","Gsk3i+NoLif",-0.919107111523709,0.0365748620129845,-0.351847539531758,0.046555599478775,-0.259976351070674,0.0577414238005294,-0.393964151654942,0.608950663814965,-1.02950826096226,0.138627192637062,-1.63903990464741,0.0176719498828345,-0.196608027890223,0.137664107694311,0.202457738441951,0.390761284988219,"XO","Gsk3i","NoLif"
"103","Igfri+NoLif",-0.680253756784377,0.0850597105317429,-0.224031843121663,0.0980430290954104,-0.606589455661793,0.00599869019209216,-0.389146228227573,0.624693184795481,-1.01232904062411,0.107748392951839,-1.3367443256592,0.01610430806599,-0.202326825083701,0.213015969483827,-0.0128617191695954,0.856710531620215,"XO","Igfri","NoLif"
"104","Jaki+NoLif",-1.0692832385166,0.0551129039017868,-0.166178547215677,0.165247540910757,-0.132311524603512,0.652892847990504,-0.235906380328222,0.427604111378197,-2.02707501062275,0.0110113931414108,-2.18935860552607,0.00910584576478441,-0.545604313497838,0.0419516345782513,0.100953838308776,0.754680865568733,"XO","Jaki","NoLif"
"105","Meki+NoLif",-0.305733916675682,0.568526509450402,2.50074443284698,0.114444178932046,-0.144508951745868,0.518541783152745,0.199207144370719,0.0666071012035806,-4.13829206338041,0.00506485323603134,-1.12968403266641,0.0374276241732635,-0.0171550596441305,0.858106840724647,0.325762401385006,0.266465607763099,"XO","Meki","NoLif"
"106","Pi3ki+NoLif",-1.86224710247954,0.0441652691659118,-0.206026151297096,0.321914112891552,-0.748509592104286,0.0807962097216941,-0.977585109269612,0.505092789969853,-1.54217091204037,0.0241573617933429,-1.50816146214086,0.0306056750598445,-0.117370207643085,0.246842415934273,0.37391213700327,0.19236647729023,"XO","Pi3ki","NoLif"
